"country","continent","year","lifeExp","pop","gdpPercap","infant_mortality","fertility"
"Paraguay","Americas",1992,68.225,4483945,4196.411078,34.8,4.36
"Paraguay","Americas",1997,69.4,5154123,4247.400261,30.1,3.92
"Paraguay","Americas",2002,70.755,5884491,3783.674243,26.1,3.51
"Paraguay","Americas",2007,71.752,6667147,4172.838464,22.4,3.12
"Peru","Americas",1952,43.902,8025700,3758.523437,NA,NA
"Peru","Americas",1957,46.263,9146100,4245.256698,NA,NA
"Peru","Americas",1962,49.096,10516500,4957.037982,129.1,6.86
"Peru","Americas",1967,51.445,12132200,5788.09333,111.6,6.61
"Peru","Americas",1972,55.448,13954700,5937.827283,98.3,6.07
"Peru","Americas",1977,58.447,15990099,6281.290855,87,5.44
"Peru","Americas",1982,61.406,18125129,6434.501797,78.7,4.73
"Peru","Americas",1987,64.134,20195924,6360.943444,64.6,4.14
"Peru","Americas",1992,66.458,22430449,4446.380924,51,3.62
"Peru","Americas",1997,68.386,24748122,5838.347657,36.9,3.14
"Peru","Americas",2002,69.906,26769436,5909.020073,25.7,2.82
"Peru","Americas",2007,71.421,28674757,7408.905561,19,2.61
"Philippines","Asia",1952,47.752,22438691,1272.880995,NA,NA
"Philippines","Asia",1957,51.334,26072194,1547.944844,NA,NA
"Philippines","Asia",1962,54.757,30325264,1649.552153,64.2,7.02
"Philippines","Asia",1967,56.393,35356600,1814.12743,58,6.59
"Philippines","Asia",1972,58.065,40850141,1989.37407,54.7,6.04
"Philippines","Asia",1977,60.06,46850962,2373.204287,54.2,5.51
"Philippines","Asia",1982,62.082,53456774,2603.273765,52.3,4.98
"Philippines","Asia",1987,64.151,60017788,2189.634995,46.7,4.55
"Philippines","Asia",1992,66.458,67185766,2279.324017,37.3,4.18
"Philippines","Asia",1997,68.564,75012988,2536.534925,31.8,3.92
"Philippines","Asia",2002,70.303,82995088,2650.921068,28.9,3.71
"Philippines","Asia",2007,71.688,91077287,3190.481016,26.4,3.33
"Poland","Europe",1952,61.31,25730551,4029.329699,NA,NA
"Poland","Europe",1957,65.77,28235346,4734.253019,NA,NA
"Poland","Europe",1962,67.64,30329617,5338.752143,49.6,2.72
"Poland","Europe",1967,69.61,31785378,6557.152776,35.7,2.3
"Poland","Europe",1972,70.85,33039545,8006.506993,28.8,2.23
"Poland","Europe",1977,70.67,34621254,9508.141454,23.3,2.27
"Poland","Europe",1982,71.32,36227381,8451.531004,20,2.32
"Poland","Europe",1987,70.98,37740710,9082.351172,16.6,2.19
"Poland","Europe",1992,70.99,38370697,7738.881247,14.3,1.91
"Poland","Europe",1997,72.75,38654957,10159.58368,10.4,1.52
"Poland","Europe",2002,74.67,38625976,12002.23908,7.3,1.28
"Poland","Europe",2007,75.563,38518241,15389.92468,6,1.31
"Portugal","Europe",1952,59.82,8526050,3068.319867,NA,NA
"Portugal","Europe",1957,61.51,8817650,3774.571743,NA,NA
"Portugal","Europe",1962,64.39,9019800,4727.954889,78.7,3.19
"Portugal","Europe",1967,66.6,9103000,6361.517993,61.7,3.13
"Portugal","Europe",1972,69.26,8970450,9022.247417,47.6,2.88
"Portugal","Europe",1977,70.41,9662600,10172.48572,29.5,2.57
"Portugal","Europe",1982,72.77,9859650,11753.84291,19.9,2.07
"Portugal","Europe",1987,74.06,9915289,13039.30876,14.5,1.65
"Portugal","Europe",1992,74.86,9927680,16207.26663,9.7,1.5
"Portugal","Europe",1997,75.97,10156415,17641.03156,6.6,1.48
"Portugal","Europe",2002,77.29,10433867,19970.90787,4.7,1.45
"Portugal","Europe",2007,78.098,10642836,20509.64777,3.3,1.37
"Puerto Rico","Americas",1952,64.28,2227000,3081.959785,NA,NA
"Puerto Rico","Americas",1957,68.54,2260000,3907.156189,NA,NA
"Puerto Rico","Americas",1962,69.62,2448046,5108.34463,NA,4.41
"Puerto Rico","Americas",1967,71.1,2648961,6929.277714,NA,3.53
"Puerto Rico","Americas",1972,72.16,2847132,9123.041742,NA,3.01
"Puerto Rico","Americas",1977,73.44,3080828,9770.524921,NA,2.77
"Puerto Rico","Americas",1982,73.75,3279001,10330.98915,NA,2.49
"Puerto Rico","Americas",1987,74.63,3444468,12281.34191,NA,2.28
"Puerto Rico","Americas",1992,73.911,3585176,14641.58711,NA,2.18
"Puerto Rico","Americas",1997,74.917,3759430,16999.4333,NA,2.01
"Puerto Rico","Americas",2002,77.778,3859606,18855.60618,NA,1.83
"Puerto Rico","Americas",2007,78.746,3942491,19328.70901,NA,1.71
"Reunion","Africa",1952,52.724,257700,2718.885295,NA,NA
"Reunion","Africa",1957,55.09,308700,2769.451844,NA,NA
"Reunion","Africa",1962,57.666,358900,3173.72334,NA,NA
"Reunion","Africa",1967,60.542,414024,4021.175739,NA,NA
"Reunion","Africa",1972,64.274,461633,5047.658563,NA,NA
"Reunion","Africa",1977,67.064,492095,4319.804067,NA,NA
"Reunion","Africa",1982,69.885,517810,5267.219353,NA,NA
"Reunion","Africa",1987,71.913,562035,5303.377488,NA,NA
"Reunion","Africa",1992,73.615,622191,6101.255823,NA,NA
"Reunion","Africa",1997,74.772,684810,6071.941411,NA,NA
"Reunion","Africa",2002,75.744,743981,6316.1652,NA,NA
"Reunion","Africa",2007,76.442,798094,7670.122558,NA,NA
"Romania","Europe",1952,61.05,16630000,3144.613186,NA,NA
"Romania","Europe",1957,64.1,17829327,3943.370225,NA,NA
"Romania","Europe",1962,66.8,18680721,4734.997586,NA,2.02
"Romania","Europe",1967,66.8,19284814,6470.866545,NA,3.65
"Romania","Europe",1972,69.21,20662648,8011.414402,50.1,2.53
"Romania","Europe",1977,69.46,21658597,9356.39724,39.3,2.58
"Romania","Europe",1982,69.66,22356726,9605.314053,32.5,2.16
"Romania","Europe",1987,69.53,22686371,9696.273295,32.6,2.41
"Romania","Europe",1992,69.36,22797027,6598.409903,29.1,1.49
"Romania","Europe",1997,69.72,22562458,7346.547557,26,1.3
"Romania","Europe",2002,71.322,22404337,7885.360081,21.6,1.27
"Romania","Europe",2007,72.476,22276056,10808.47561,15.3,1.33
"Rwanda","Africa",1952,40,2534927,493.3238752,NA,NA
"Rwanda","Africa",1957,41.5,2822082,540.2893983,NA,NA
"Rwanda","Africa",1962,43,3051242,597.4730727,123.4,8.2
"Rwanda","Africa",1967,44.1,3451079,510.9637142,124,8.2
"Rwanda","Africa",1972,44.6,3992121,590.5806638,134.1,8.28
"Rwanda","Africa",1977,45,4657072,670.0806011,148,8.42
"Rwanda","Africa",1982,46.218,5507565,881.5706467,111.8,8.42
"Rwanda","Africa",1987,44.02,6349365,847.991217,93.1,8
"Rwanda","Africa",1992,23.599,7290203,737.0685949,101.3,6.77
"Rwanda","Africa",1997,36.087,7212583,589.9445051,121.7,6.16
"Rwanda","Africa",2002,43.413,7852401,785.6537648,94.1,5.67
"Rwanda","Africa",2007,46.242,8860588,863.0884639,56.8,5.17
"Sao Tome and Principe","Africa",1952,46.471,60011,879.5835855,NA,NA
"Sao Tome and Principe","Africa",1957,48.945,61325,860.7369026,NA,NA
"Sao Tome and Principe","Africa",1962,51.893,65345,1071.551119,NA,NA
"Sao Tome and Principe","Africa",1967,54.425,70787,1384.840593,NA,NA
"Sao Tome and Principe","Africa",1972,56.48,76595,1532.985254,NA,NA
"Sao Tome and Principe","Africa",1977,58.55,86796,1737.561657,NA,NA
"Sao Tome and Principe","Africa",1982,60.351,98593,1890.218117,NA,NA
"Sao Tome and Principe","Africa",1987,61.728,110812,1516.525457,NA,NA
"Sao Tome and Principe","Africa",1992,62.742,125911,1428.777814,NA,NA
"Sao Tome and Principe","Africa",1997,63.306,145608,1339.076036,NA,NA
"Sao Tome and Principe","Africa",2002,64.337,170372,1353.09239,NA,NA
"Sao Tome and Principe","Africa",2007,65.528,199579,1598.435089,NA,NA
"Saudi Arabia","Asia",1952,39.875,4005677,6459.554823,NA,NA
"Saudi Arabia","Asia",1957,42.868,4419650,8157.591248,NA,NA
"Saudi Arabia","Asia",1962,45.914,4943029,11626.41975,NA,7.24
"Saudi Arabia","Asia",1967,49.901,5618198,16903.04886,NA,7.26
"Saudi Arabia","Asia",1972,53.886,6472756,24837.42865,110.3,7.3
"Saudi Arabia","Asia",1977,58.69,8128505,34167.7626,83.4,7.3
"Saudi Arabia","Asia",1982,63.012,11254672,33693.17525,63.1,7.05
"Saudi Arabia","Asia",1987,66.295,14619745,21198.26136,45.2,6.33
"Saudi Arabia","Asia",1992,68.768,16945857,24841.61777,30.3,5.52
"Saudi Arabia","Asia",1997,70.533,21229759,20586.69019,22.1,4.59
"Saudi Arabia","Asia",2002,71.626,24501530,19014.54118,18.2,3.63
"Saudi Arabia","Asia",2007,72.777,27601038,21654.83194,16,3.05
"Senegal","Africa",1952,37.278,2755589,1450.356983,NA,NA
"Senegal","Africa",1957,39.329,3054547,1567.653006,NA,NA
"Senegal","Africa",1962,41.454,3430243,1654.988723,126,7.04
"Senegal","Africa",1967,43.563,3965841,1612.404632,124.7,7.23
"Senegal","Africa",1972,45.815,4588696,1597.712056,117.5,7.41
"Senegal","Africa",1977,48.879,5260855,1561.769116,100.7,7.46
"Senegal","Africa",1982,52.379,6147783,1518.479984,87.4,7.28
"Senegal","Africa",1987,55.769,7171347,1441.72072,75.5,6.93
"Senegal","Africa",1992,58.196,8307920,1367.899369,69.6,6.4
"Senegal","Africa",1997,60.187,9535314,1392.368347,71.2,5.84
"Senegal","Africa",2002,61.6,10870037,1519.635262,63.9,5.41
"Senegal","Africa",2007,63.062,12267493,1712.472136,51.9,5.14
"Serbia","Europe",1952,57.996,6860147,3581.459448,NA,NA
"Serbia","Europe",1957,61.685,7271135,4981.090891,NA,NA
"Serbia","Europe",1962,64.531,7616060,6289.629157,NA,2.57
"Serbia","Europe",1967,66.914,7971222,7991.707066,NA,2.44
"Serbia","Europe",1972,68.7,8313288,10522.06749,NA,2.37
"Serbia","Europe",1977,70.3,8686367,12980.66956,NA,2.37
"Serbia","Europe",1982,70.162,9032824,15181.0927,NA,2.33
"Serbia","Europe",1987,71.218,9230783,15870.87851,31.1,2.24
"Serbia","Europe",1992,71.659,9826397,9325.068238,20.9,2
"Serbia","Europe",1997,72.232,10336594,7914.320304,13.3,1.76
"Serbia","Europe",2002,73.213,10111559,7236.075251,10.1,1.57
"Serbia","Europe",2007,74.002,10150265,9786.534714,7.1,1.42
"Sierra Leone","Africa",1952,30.331,2143249,879.7877358,NA,NA
"Sierra Leone","Africa",1957,31.57,2295678,1004.484437,NA,NA
"Sierra Leone","Africa",1962,32.767,2467895,1116.639877,217.5,6.16
"Sierra Leone","Africa",1967,34.113,2662190,1206.043465,200.8,6.52
"Sierra Leone","Africa",1972,35.4,2879013,1353.759762,185.2,6.8
"Sierra Leone","Africa",1977,36.788,3140897,1348.285159,173.2,7.01
"Sierra Leone","Africa",1982,38.445,3464522,1465.010784,164.1,7.03
"Sierra Leone","Africa",1987,40.006,3868905,1294.447788,158.3,6.75
"Sierra Leone","Africa",1992,38.333,4260884,1068.696278,155.7,6.39
"Sierra Leone","Africa",1997,39.897,4578212,574.6481576,150.1,6.1
"Sierra Leone","Africa",2002,41.012,5359092,699.489713,137.7,5.76
"Sierra Leone","Africa",2007,42.568,6144562,862.5407561,120.5,5.23
"Singapore","Asia",1952,60.396,1127000,2315.138227,NA,NA
"Singapore","Asia",1957,63.179,1445929,2843.104409,NA,NA
"Singapore","Asia",1962,65.798,1750200,3674.735572,30.8,5.27
"Singapore","Asia",1967,67.946,1977600,4977.41854,25.3,3.82
"Singapore","Asia",1972,69.521,2152400,8597.756202,19.6,2.84
"Singapore","Asia",1977,70.795,2325300,11210.08948,12.3,1.95
"Singapore","Asia",1982,71.76,2651869,15169.16112,10.7,1.74
"Singapore","Asia",1987,73.56,2794552,18861.53081,7.9,1.62
"Singapore","Asia",1992,75.788,3235865,24769.8912,5,1.72
"Singapore","Asia",1997,77.158,3802309,33519.4766,3.8,1.61
"Singapore","Asia",2002,78.77,4197776,36023.1054,2.6,1.37
"Singapore","Asia",2007,79.972,4553009,47143.17964,2.3,1.29
"Slovak Republic","Europe",1952,64.36,3558137,5074.659104,NA,NA
"Slovak Republic","Europe",1957,67.45,3844277,6093.26298,NA,NA
"Slovak Republic","Europe",1962,70.33,4237384,7481.107598,NA,2.94
"Slovak Republic","Europe",1967,70.98,4442238,8412.902397,NA,2.58
"Slovak Republic","Europe",1972,70.35,4593433,9674.167626,NA,2.5
"Slovak Republic","Europe",1977,70.45,4827803,10922.66404,NA,2.47
"Slovak Republic","Europe",1982,70.8,5048043,11348.54585,22.2,2.3
"Slovak Republic","Europe",1987,71.08,5199318,12037.26758,17.7,2.17
"Slovak Republic","Europe",1992,71.38,5302888,9498.467723,14.3,1.9
"Slovak Republic","Europe",1997,72.71,5383010,12126.23065,11.6,1.46
"Slovak Republic","Europe",2002,73.8,5410052,13638.77837,9.5,1.23
"Slovak Republic","Europe",2007,74.663,5447502,18678.31435,7.8,1.29
"Slovenia","Europe",1952,65.57,1489518,4215.041741,NA,NA
"Slovenia","Europe",1957,67.85,1533070,5862.276629,NA,NA
"Slovenia","Europe",1962,69.15,1582962,7402.303395,NA,2.33
"Slovenia","Europe",1967,69.18,1646912,9405.489397,NA,2.33
"Slovenia","Europe",1972,69.82,1694510,12383.4862,NA,2.24
"Slovenia","Europe",1977,70.97,1746919,15277.03017,NA,2.17
"Slovenia","Europe",1982,71.063,1861252,17866.72175,14.6,1.92
"Slovenia","Europe",1987,72.25,1945870,18678.53492,10.8,1.63
"Slovenia","Europe",1992,73.64,1999210,14214.71681,7.7,1.38
"Slovenia","Europe",1997,75.13,2011612,17161.10735,5.4,1.25
"Slovenia","Europe",2002,76.66,2011497,20660.01936,4.1,1.23
"Slovenia","Europe",2007,77.926,2009245,25768.25759,3.2,1.4
"Somalia","Africa",1952,32.978,2526994,1135.749842,NA,NA
"Somalia","Africa",1957,34.977,2780415,1258.147413,NA,NA
"Somalia","Africa",1962,36.981,3080153,1369.488336,NA,NA
"Somalia","Africa",1967,38.977,3428839,1284.73318,NA,NA
"Somalia","Africa",1972,40.973,3840161,1254.576127,NA,NA
"Somalia","Africa",1977,41.974,4353666,1450.992513,NA,NA
"Somalia","Africa",1982,42.955,5828892,1176.807031,NA,NA
"Somalia","Africa",1987,44.501,6921858,1093.244963,NA,NA
"Somalia","Africa",1992,39.658,6099799,926.9602964,NA,NA
"Somalia","Africa",1997,43.795,6633514,930.5964284,NA,NA
"Somalia","Africa",2002,45.936,7753310,882.0818218,NA,NA
"Somalia","Africa",2007,48.159,9118773,926.1410683,NA,NA
"South Africa","Africa",1952,45.009,14264935,4725.295531,NA,NA
"South Africa","Africa",1957,47.985,16151549,5487.104219,NA,NA
"South Africa","Africa",1962,49.951,18356657,5768.729717,NA,6.1
"South Africa","Africa",1967,51.927,20997321,7114.477971,NA,5.77
"South Africa","Africa",1972,53.696,23935810,7765.962636,NA,5.48
"South Africa","Africa",1977,55.527,27129932,8028.651439,78.6,5.06
"South Africa","Africa",1982,58.161,31140029,8568.266228,62.2,4.6
"South Africa","Africa",1987,60.834,35933379,7825.823398,51.4,4.05
"South Africa","Africa",1992,61.888,39964159,7225.069258,46.4,3.41
"South Africa","Africa",1997,60.236,42835005,7479.188244,50.9,2.98
"South Africa","Africa",2002,53.365,44433622,7710.946444,54.7,2.8
"South Africa","Africa",2007,49.339,43997828,9269.657808,48.6,2.58
"Spain","Europe",1952,64.94,28549870,3834.034742,NA,NA
"Spain","Europe",1957,66.66,29841614,4564.80241,NA,NA
"Spain","Europe",1962,69.69,31158061,5693.843879,41.7,2.8
"Spain","Europe",1967,71.44,32850275,7993.512294,32.1,2.85
"Spain","Europe",1972,73.06,34513161,10638.75131,22.6,2.86
"Spain","Europe",1977,74.39,36439000,13236.92117,19.7,2.59
"Spain","Europe",1982,76.3,37983310,13926.16997,13.2,1.96
"Spain","Europe",1987,76.9,38880702,15764.98313,10.4,1.49
"Spain","Europe",1992,77.57,39549438,18603.06452,8.5,1.28
"Spain","Europe",1997,78.77,39855442,20445.29896,6.1,1.2
"Spain","Europe",2002,79.78,40152517,24835.47166,5.2,1.27
"Spain","Europe",2007,80.941,40448191,28821.0637,4.4,1.4
"Sri Lanka","Asia",1952,57.593,7982342,1083.53203,NA,NA
"Sri Lanka","Asia",1957,61.456,9128546,1072.546602,NA,NA
"Sri Lanka","Asia",1962,62.192,10421936,1074.47196,67.1,5.3
"Sri Lanka","Asia",1967,64.266,11737396,1135.514326,57,4.73
"Sri Lanka","Asia",1972,65.042,13016733,1213.39553,51.9,4.08
"Sri Lanka","Asia",1977,65.949,14116836,1348.775651,45.6,3.63
"Sri Lanka","Asia",1982,68.757,15410151,1648.079789,34.1,3.22
"Sri Lanka","Asia",1987,69.011,16495304,1876.766827,20.5,2.7
"Sri Lanka","Asia",1992,70.379,17587060,2153.739222,18.2,2.39
"Sri Lanka","Asia",1997,70.457,18698655,2664.477257,16,2.25
"Sri Lanka","Asia",2002,70.815,19576783,3015.378833,13.2,2.25
"Sri Lanka","Asia",2007,72.396,20378239,3970.095407,10.7,2.31
"Sudan","Africa",1952,38.635,8504667,1615.991129,NA,NA
"Sudan","Africa",1957,39.624,9753392,1770.337074,NA,NA
"Sudan","Africa",1962,40.87,11183227,1959.593767,104.1,6.74
"Sudan","Africa",1967,42.858,12716129,1687.997641,97.4,6.85
"Sudan","Africa",1972,45.083,14597019,1659.652775,93.4,6.91
"Sudan","Africa",1977,47.8,17104986,2202.988423,89.8,6.92
"Sudan","Africa",1982,50.338,20367053,1895.544073,86.7,6.67
"Sudan","Africa",1987,51.744,24725960,1507.819159,82.8,6.34
"Sudan","Africa",1992,53.556,28227588,1492.197043,77.9,6.03
"Sudan","Africa",1997,55.373,32160729,1632.210764,72.3,5.67
"Sudan","Africa",2002,56.369,37090298,1993.398314,64.6,5.29
"Sudan","Africa",2007,58.556,42292929,2602.394995,57.1,4.87
"Swaziland","Africa",1952,41.407,290243,1148.376626,NA,NA
"Swaziland","Africa",1957,43.424,326741,1244.708364,NA,NA
"Swaziland","Africa",1962,44.992,370006,1856.182125,138.1,6.75
"Swaziland","Africa",1967,46.633,420690,2613.101665,126.5,6.84
"Swaziland","Africa",1972,49.552,480105,3364.836625,113.4,6.87
"Swaziland","Africa",1977,52.537,551425,3781.410618,93.9,6.76
"Swaziland","Africa",1982,55.561,649901,3895.384018,76.5,6.57
"Swaziland","Africa",1987,57.678,779348,3984.839812,59.4,6.18
"Swaziland","Africa",1992,58.474,962344,3553.0224,58.6,5.39
"Swaziland","Africa",1997,54.289,1054486,3876.76846,76,4.56
"Swaziland","Africa",2002,43.869,1130269,4128.116943,85.9,4.05
"Swaziland","Africa",2007,39.613,1133066,4513.480643,74.7,3.76
"Sweden","Europe",1952,71.86,7124673,8527.844662,NA,NA
"Sweden","Europe",1957,72.49,7363802,9911.878226,NA,NA
"Sweden","Europe",1962,73.37,7561588,12329.44192,15.6,2.26
"Sweden","Europe",1967,74.16,7867931,15258.29697,12.6,2.27
"Sweden","Europe",1972,74.72,8122293,17832.02464,10.4,1.91
"Sweden","Europe",1977,75.44,8251648,18855.72521,8,1.65
"Sweden","Europe",1982,76.42,8325260,20667.38125,6.8,1.63
"Sweden","Europe",1987,77.19,8421403,23586.92927,6.2,1.84
"Sweden","Europe",1992,78.16,8718867,23880.01683,5.1,2.08
"Sweden","Europe",1997,79.39,8897619,25266.59499,3.6,1.53
"Sweden","Europe",2002,80.04,8954175,29341.63093,3.3,1.67
"Sweden","Europe",2007,80.884,9031088,33859.74835,2.7,1.89
"Switzerland","Europe",1952,69.62,4815000,14734.23275,NA,NA
"Switzerland","Europe",1957,70.56,5126000,17909.48973,NA,NA
"Switzerland","Europe",1962,71.32,5666000,20431.0927,20.7,2.58
"Switzerland","Europe",1967,72.77,6063000,22966.14432,16.9,2.4
"Switzerland","Europe",1972,73.78,6401400,27195.11304,13.6,1.92
"Switzerland","Europe",1977,75.39,6316424,26982.29052,9.8,1.57
"Switzerland","Europe",1982,76.21,6468126,28397.71512,7.8,1.52
"Switzerland","Europe",1987,77.41,6649942,30281.70459,7.1,1.55
"Switzerland","Europe",1992,78.03,6995447,31871.5303,6.1,1.54
"Switzerland","Europe",1997,79.37,7193761,32135.32301,4.9,1.49
"Switzerland","Europe",2002,80.62,7361757,34480.95771,4.6,1.42
"Switzerland","Europe",2007,81.701,7554661,37506.41907,4.1,1.46
"Syria","Asia",1952,45.883,3661549,1643.485354,NA,NA
"Syria","Asia",1957,48.284,4149908,2117.234893,NA,NA
"Syria","Asia",1962,50.305,4834621,2193.037133,110.6,7.52
"Syria","Asia",1967,53.655,5680812,1881.923632,87.4,7.57
"Syria","Asia",1972,57.296,6701172,2571.423014,68.2,7.56
"Syria","Asia",1977,61.195,7932503,3195.484582,53.9,7.36
"Syria","Asia",1982,64.59,9410494,3761.837715,42.7,6.84
"Syria","Asia",1987,66.974,11242847,3116.774285,34.3,5.96
"Syria","Asia",1992,69.249,13219062,3340.542768,28,4.93
"Syria","Asia",1997,71.527,15081016,4014.238972,22.6,4.28
"Syria","Asia",2002,73.053,17155814,4090.925331,18.2,3.72
"Syria","Asia",2007,74.143,19314747,4184.548089,14.8,3.24
"Taiwan","Asia",1952,58.5,8550362,1206.947913,NA,NA
"Taiwan","Asia",1957,62.4,10164215,1507.86129,NA,NA
"Taiwan","Asia",1962,65.2,11918938,1822.879028,NA,NA
"Taiwan","Asia",1967,67.5,13648692,2643.858681,NA,NA
"Taiwan","Asia",1972,69.39,15226039,4062.523897,NA,NA
"Taiwan","Asia",1977,70.59,16785196,5596.519826,NA,NA
"Taiwan","Asia",1982,72.16,18501390,7426.354774,NA,NA
"Taiwan","Asia",1987,73.4,19757799,11054.56175,NA,NA
"Taiwan","Asia",1992,74.26,20686918,15215.6579,NA,NA
"Taiwan","Asia",1997,75.25,21628605,20206.82098,NA,NA
"Taiwan","Asia",2002,76.99,22454239,23235.42329,NA,NA
"Taiwan","Asia",2007,78.4,23174294,28718.27684,NA,NA
"Tanzania","Africa",1952,41.215,8322925,716.6500721,NA,NA
"Tanzania","Africa",1957,42.974,9452826,698.5356073,NA,NA
"Tanzania","Africa",1962,44.246,10863958,722.0038073,141.9,6.8
"Tanzania","Africa",1967,45.757,12607312,848.2186575,133.5,6.79
"Tanzania","Africa",1972,47.62,14706593,915.9850592,124,6.76
"Tanzania","Africa",1977,49.919,17129565,962.4922932,114,6.73
"Tanzania","Africa",1982,50.608,19844382,874.2426069,107.6,6.58
"Tanzania","Africa",1987,51.535,23040630,831.8220794,104.2,6.38
"Tanzania","Africa",1992,50.44,26605473,825.682454,98.9,6.08
"Tanzania","Africa",1997,48.466,30686889,789.1862231,91.4,5.78
"Tanzania","Africa",2002,49.651,34593779,899.0742111,71.4,5.67
"Tanzania","Africa",2007,52.517,38139640,1107.482182,51.5,5.59
"Thailand","Asia",1952,50.848,21289402,757.7974177,NA,NA
"Thailand","Asia",1957,53.63,25041917,793.5774148,NA,NA
"Thailand","Asia",1962,56.061,29263397,1002.199172,95.8,6.16
"Thailand","Asia",1967,58.285,34024249,1295.46066,80.8,6.01
"Thailand","Asia",1972,60.405,39276153,1524.358936,65.8,5.18
"Thailand","Asia",1977,62.494,44148285,1961.224635,52.9,4.03
"Thailand","Asia",1982,64.597,48827160,2393.219781,43.4,3.02
"Thailand","Asia",1987,66.084,52910342,2982.653773,35.1,2.35
"Thailand","Asia",1992,67.298,56667095,4616.896545,27.3,2
"Thailand","Asia",1997,67.521,60216677,5852.625497,21.7,1.78
"Thailand","Asia",2002,68.564,62806748,5913.187529,17.5,1.62
"Thailand","Asia",2007,70.616,65068149,7458.396327,14,1.5
"Togo","Africa",1952,38.596,1219113,859.8086567,NA,NA
"Togo","Africa",1957,41.208,1357445,925.9083202,NA,NA
"Togo","Africa",1962,43.922,1528098,1067.53481,156.4,6.62
"Togo","Africa",1967,46.769,1735550,1477.59676,141.8,6.91
"Togo","Africa",1972,49.759,2056351,1649.660188,127.2,7.18
"Togo","Africa",1977,52.887,2308582,1532.776998,114.1,7.28
"Togo","Africa",1982,55.471,2644765,1344.577953,102.7,7.1
"Togo","Africa",1987,56.941,3154264,1202.201361,94,6.68
"Togo","Africa",1992,58.061,3747553,1034.298904,87.9,6.08
"Togo","Africa",1997,58.39,4320890,982.2869243,81.2,5.52
"Togo","Africa",2002,57.561,4977378,886.2205765,72.6,5.17
"Togo","Africa",2007,58.42,5701579,882.9699438,64.1,4.92
"Trinidad and Tobago","Americas",1952,59.1,662850,3023.271928,NA,NA
"Trinidad and Tobago","Americas",1957,61.8,764900,4100.3934,NA,NA
"Trinidad and Tobago","Americas",1962,64.9,887498,4997.523971,53.1,5.05
"Trinidad and Tobago","Americas",1967,65.4,960155,5621.368472,46.7,3.99
"Trinidad and Tobago","Americas",1972,65.9,975199,6619.551419,42.2,3.43
"Trinidad and Tobago","Americas",1977,68.3,1039009,7899.554209,37.4,3.27
"Trinidad and Tobago","Americas",1982,68.832,1116479,9119.528607,32.3,3.26
"Trinidad and Tobago","Americas",1987,69.582,1191336,7388.597823,28.4,2.83
"Trinidad and Tobago","Americas",1992,69.862,1183669,7370.990932,26.2,2.23
"Trinidad and Tobago","Americas",1997,69.465,1138101,8792.573126,25.5,1.84
"Trinidad and Tobago","Americas",2002,68.976,1101832,11460.60023,25.1,1.74
"Trinidad and Tobago","Americas",2007,69.819,1056608,18008.50924,22.8,1.79
"Tunisia","Africa",1952,44.6,3647735,1468.475631,NA,NA
"Tunisia","Africa",1957,47.1,3950849,1395.232468,NA,NA
"Tunisia","Africa",1962,49.579,4286552,1660.30321,178.7,7.12
"Tunisia","Africa",1967,52.053,4786986,1932.360167,141.4,6.87
"Tunisia","Africa",1972,55.602,5303507,2753.285994,110.9,6.16
"Tunisia","Africa",1977,59.837,6005061,3120.876811,83.2,5.71
"Tunisia","Africa",1982,64.048,6734098,3560.233174,62.2,5.02
"Tunisia","Africa",1987,66.894,7724976,3810.419296,49.5,4.08
"Tunisia","Africa",1992,70.001,8523077,4332.720164,41.2,3.19
"Tunisia","Africa",1997,71.973,9231669,4876.798614,31.9,2.39
"Tunisia","Africa",2002,73.042,9770575,5722.895655,23.3,2.04
"Tunisia","Africa",2007,73.923,10276158,7092.923025,17.5,2.04
"Turkey","Europe",1952,43.585,22235677,1969.10098,NA,NA
"Turkey","Europe",1957,48.079,25670939,2218.754257,NA,NA
"Turkey","Europe",1962,52.098,29788695,2322.869908,157.1,6.18
"Turkey","Europe",1967,54.336,33411317,2826.356387,136.6,5.8
"Turkey","Europe",1972,57.005,37492953,3450.69638,119.3,5.38
"Turkey","Europe",1977,59.507,42404033,4269.122326,101.5,4.74
"Turkey","Europe",1982,61.036,47328791,4241.356344,82.6,4.11
"Turkey","Europe",1987,63.108,52881328,5089.043686,64.8,3.43
"Turkey","Europe",1992,66.146,58179144,5678.348271,50.5,2.91
"Turkey","Europe",1997,68.835,63047647,6601.429915,38.5,2.61
"Turkey","Europe",2002,70.845,67308928,6508.085718,28.3,2.36
"Turkey","Europe",2007,71.777,71158647,8458.276384,20.2,2.17
"Uganda","Africa",1952,39.978,5824797,734.753484,NA,NA
"Uganda","Africa",1957,42.571,6675501,774.3710692,NA,NA
"Uganda","Africa",1962,45.344,7688797,767.2717398,127.3,7.04
"Uganda","Africa",1967,48.051,8900294,908.9185217,117.2,7.11
"Uganda","Africa",1972,51.016,10190285,950.735869,113.7,7.11
"Uganda","Africa",1977,50.35,11457758,843.7331372,123.3,7.1
"Uganda","Africa",1982,49.849,12939400,682.2662268,125,7.1
"Uganda","Africa",1987,51.509,15283050,617.7244065,114.7,7.1
"Uganda","Africa",1992,48.825,18252190,644.1707969,106.8,7.07
"Uganda","Africa",1997,44.578,21210254,816.559081,98.1,6.97
